CMDLINE /Users/teague/ResearchWorkspace/VQE/vqe_env/bin/python3 main.py --hamiltonian Hamiltonians/Mem_Prof_H/ --refstate HartreeFock --ansatz UCCSD_Whitfield --qubits 6 --optimizer Nelder_Mead --output Results/profiling_mem.pec
MEM 0.281250 1558030455.1689
MEM 17.738281 1558030455.2709
MEM 31.980469 1558030455.3760
MEM 46.679688 1558030455.4795
MEM 46.679688 1558030455.5805
MEM 46.679688 1558030455.6839
MEM 46.679688 1558030455.7860
MEM 46.710938 1558030455.8883
MEM 52.585938 1558030455.9887
MEM 58.003906 1558030456.0926
MEM 65.546875 1558030456.1978
MEM 72.234375 1558030456.2998
MEM 76.996094 1558030456.4019
MEM 79.105469 1558030456.5022
MEM 89.066406 1558030456.6073
MEM 94.316406 1558030456.7112
MEM 99.859375 1558030456.8114
MEM 104.347656 1558030456.9116
MEM 109.382812 1558030457.0126
MEM 112.894531 1558030457.1165
MEM 116.464844 1558030457.2181
MEM 121.703125 1558030457.3193
MEM 125.625000 1558030457.4244
MEM 125.484375 1558030457.5257
MEM 125.484375 1558030457.6285
MEM 125.484375 1558030457.7295
MEM 125.484375 1558030457.8299
MEM 126.253906 1558030457.9346
MEM 132.335938 1558030458.0398
MEM 139.996094 1558030458.1449
MEM 148.070312 1558030458.2473
MEM 150.128906 1558030458.3514
MEM 151.425781 1558030458.4545
MEM 152.695312 1558030458.5556
MEM 153.308594 1558030458.6569
MEM 154.453125 1558030458.7592
MEM 155.675781 1558030458.8595
MEM 156.722656 1558030458.9676
MEM 156.726562 1558030459.0743
MEM 156.726562 1558030459.1745
MEM 156.726562 1558030459.2748
MEM 156.726562 1558030459.3780
MEM 156.726562 1558030459.4833
MEM 156.726562 1558030459.5837
MEM 156.726562 1558030459.6844
MEM 156.726562 1558030459.7873
MEM 156.726562 1558030459.8877
MEM 156.726562 1558030459.9885
MEM 156.726562 1558030460.0898
MEM 156.726562 1558030460.1917
MEM 156.726562 1558030460.2932
MEM 156.726562 1558030460.3946
MEM 156.726562 1558030460.4950
MEM 156.726562 1558030460.5956
MEM 156.726562 1558030460.6972
MEM 156.726562 1558030460.7996
MEM 156.726562 1558030460.9027
MEM 156.726562 1558030461.0032
MEM 156.726562 1558030461.1080
MEM 156.726562 1558030461.2118
MEM 156.726562 1558030461.3120
MEM 156.726562 1558030461.4159
MEM 156.726562 1558030461.5162
MEM 156.726562 1558030461.6169
MEM 156.726562 1558030461.7181
MEM 156.726562 1558030461.8235
MEM 156.726562 1558030461.9274
MEM 156.726562 1558030462.0282
MEM 156.726562 1558030462.1286
MEM 156.726562 1558030462.2335
MEM 156.726562 1558030462.3346
MEM 156.726562 1558030462.4351
MEM 156.726562 1558030462.5365
MEM 156.726562 1558030462.6376
MEM 156.726562 1558030462.7413
MEM 156.726562 1558030462.8448
MEM 156.726562 1558030462.9484
MEM 156.726562 1558030463.0535
MEM 156.726562 1558030463.1538
MEM 156.726562 1558030463.2551
MEM 156.726562 1558030463.3554
MEM 156.726562 1558030463.4585
MEM 156.726562 1558030463.5592
MEM 156.718750 1558030463.6632
