CMDLINE /Users/teague/ResearchWorkspace/VQE/vqe_env/bin/python3 main.py --hamiltonian Hamiltonians/Mem_Prof_H/ --refstate HartreeFock --ansatz UCCSD_Whitfield --qubits 6 --optimizer Nelder_Mead --output Results/profiling_mem.pec
MEM 0.285156 1557950199.2110
MEM 17.664062 1557950199.3113
MEM 32.468750 1557950199.4166
MEM 46.683594 1557950199.5168
MEM 46.683594 1557950199.6219
MEM 46.683594 1557950199.7270
MEM 46.683594 1557950199.8321
MEM 46.714844 1557950199.9367
MEM 54.851562 1557950200.0381
MEM 67.710938 1557950200.1431
MEM 77.164062 1557950200.2482
MEM 79.734375 1557950200.3512
MEM 95.429688 1557950200.4519
MEM 104.054688 1557950200.5522
MEM 111.949219 1557950200.6566
MEM 117.542969 1557950200.7577
MEM 123.726562 1557950200.8612
MEM 125.468750 1557950200.9622
MEM 125.468750 1557950201.0663
MEM 125.468750 1557950201.1677
MEM 125.468750 1557950201.2687
MEM 133.222656 1557950201.3698
MEM 147.605469 1557950201.4715
MEM 149.164062 1557950201.5766
MEM 150.867188 1557950201.6779
MEM 152.191406 1557950201.7805
MEM 153.070312 1557950201.8853
MEM 153.953125 1557950201.9858
MEM 155.367188 1557950202.0910
MEM 156.660156 1557950202.1953
MEM 156.671875 1557950202.3041
MEM 156.671875 1557950202.4059
MEM 156.671875 1557950202.5073
MEM 156.671875 1557950202.6127
MEM 156.671875 1557950202.7151
MEM 156.671875 1557950202.8172
MEM 156.671875 1557950202.9182
MEM 156.671875 1557950203.0193
MEM 156.671875 1557950203.1203
MEM 156.671875 1557950203.2205
MEM 156.671875 1557950203.3208
MEM 156.671875 1557950203.4260
MEM 156.671875 1557950203.5266
MEM 156.671875 1557950203.6274
MEM 156.671875 1557950203.7295
MEM 156.671875 1557950203.8324
MEM 156.671875 1557950203.9376
MEM 156.671875 1557950204.0396
MEM 156.671875 1557950204.1440
MEM 156.671875 1557950204.2470
MEM 156.671875 1557950204.3515
MEM 156.671875 1557950204.4538
MEM 156.671875 1557950204.5551
MEM 156.671875 1557950204.6554
MEM 156.671875 1557950204.7562
MEM 156.671875 1557950204.8600
MEM 156.671875 1557950204.9641
MEM 156.671875 1557950205.0693
MEM 156.671875 1557950205.1698
MEM 156.671875 1557950205.2706
MEM 156.671875 1557950205.3728
MEM 156.671875 1557950205.4745
MEM 156.671875 1557950205.5788
MEM 156.671875 1557950205.6805
MEM 156.671875 1557950205.7817
MEM 156.671875 1557950205.8827
MEM 156.671875 1557950205.9876
MEM 156.671875 1557950206.0885
MEM 156.671875 1557950206.1904
MEM 156.671875 1557950206.2906
MEM 156.671875 1557950206.3908
MEM 156.671875 1557950206.4922
MEM 156.664062 1557950206.5958
MEM 156.664062 1557950206.6978
MEM 156.664062 1557950206.8029
MEM 156.664062 1557950206.9048
MEM 156.664062 1557950207.0065
MEM 156.664062 1557950207.1087
MEM 156.664062 1557950207.2103
MEM 154.820312 1557950207.3109
MEM 154.867188 1557950207.4161
MEM 154.906250 1557950207.5210
MEM 154.929688 1557950207.6242
MEM 154.949219 1557950207.7252
MEM 154.972656 1557950207.8254
MEM 154.988281 1557950207.9256
MEM 155.121094 1557950208.0259
MEM 155.121094 1557950208.1302
MEM 155.121094 1557950208.2306
MEM 155.121094 1557950208.3315
MEM 155.121094 1557950208.4366
MEM 155.121094 1557950208.5416
MEM 155.121094 1557950208.6420
MEM 155.121094 1557950208.7449
MEM 155.121094 1557950208.8456
MEM 155.121094 1557950208.9471
MEM 155.121094 1557950209.0483
MEM 155.121094 1557950209.1491
MEM 155.121094 1557950209.2499
MEM 155.121094 1557950209.3517
MEM 155.121094 1557950209.4569
MEM 155.121094 1557950209.5621
MEM 155.121094 1557950209.6638
MEM 155.121094 1557950209.7659
MEM 155.121094 1557950209.8678
MEM 155.121094 1557950209.9718
MEM 155.121094 1557950210.0721
MEM 155.121094 1557950210.1755
MEM 155.121094 1557950210.2807
MEM 155.121094 1557950210.3835
MEM 155.121094 1557950210.4880
MEM 155.121094 1557950210.5920
MEM 155.121094 1557950210.6923
MEM 155.121094 1557950210.7950
MEM 155.121094 1557950210.8953
MEM 155.121094 1557950210.9959
MEM 155.121094 1557950211.1011
MEM 155.121094 1557950211.2029
MEM 155.121094 1557950211.3054
MEM 155.121094 1557950211.4061
MEM 155.121094 1557950211.5108
